Date,Series,Venue,Toss_Winner,Toss_Decision,1st_Inn_Runs,1st_Inn_Wkts,2nd_Inn_Runs,2nd_Inn_Wkts,3rd_Inn_Runs,3rd_Inn_Wkts,4th_Inn_Runs,4th_Inn_Wkts,Result,POM,Format,Search_Field,Toss_Enc,Venue_Enc
24/12/03,ZIM v PAK,Queens Sports Club,Pakistan,Bowl,57,10,61,0,0,0,0,0,PAK (10 wkts),Abrar Ahmed,T20,ZIM V PAK PAKISTAN PAK (10 WKTS),15,91
24/12/05,ZIM v PAK,Queens Sports Club,Zimbabwe,Bowl,132,7,133,8,0,0,0,0,ZIM (2 wkts),Blessing Muzarabani,T20,ZIM V PAK ZIMBABWE ZIM (2 WKTS),26,91
24/12/10,SA v PAK,Kingsmead,South Africa,Bat,164,4,153,7,0,0,0,0,SA (11 runs),Reeza Hendricks,T20,SA V PAK SOUTH AFRICA SA (11 RUNS),20,56
24/12/13,SA v PAK,SuperSport Park,South Africa,Bowl,158,4,159,3,0,0,0,0,SA (7 wkts),Heinrich Klaasen,T20,SA V PAK SOUTH AFRICA SA (7 WKTS),20,127
25/03/16,NZ v PAK,Hagley Oval,New Zealand,Bowl,145,9,146,1,0,0,0,0,NZ (9 wkts),Mitchell Santner,T20,NZ V PAK NEW ZEALAND NZ (9 WKTS),13,45
25/03/18,NZ v PAK,University Oval,Pakistan,Bat,168,7,172,5,0,0,0,0,NZ (5 wkts),Mark Chapman,T20,NZ V PAK PAKISTAN NZ (5 WKTS),15,137
25/03/21,NZ v PAK,Eden Park,New Zealand,Bowl,188,6,171,1,0,0,0,0,PAK (9 wkts),Babar Azam,T20,NZ V PAK NEW ZEALAND PAK (9 WKTS),13,33
25/03/23,NZ v PAK,Bay Oval,Pakistan,Bowl,225,4,110,10,0,0,0,0,NZ (115 runs),Glenn Phillips,T20,NZ V PAK PAKISTAN NZ (115 RUNS),15,11
25/03/26,NZ v PAK,Sky Stadium,New Zealand,Bowl,154,8,158,2,0,0,0,0,NZ (8 wkts),Devon Conway,T20,NZ V PAK NEW ZEALAND NZ (8 WKTS),13,123
25/05/28,PAK v BAN,Gaddafi Stadium,Pakistan,Bat,192,4,155,8,0,0,0,0,PAK (37 runs),Rizwan,T20,PAK V BAN PAKISTAN PAK (37 RUNS),15,36
25/05/30,PAK v BAN,Gaddafi Stadium,Pakistan,Bat,210,5,153,9,0,0,0,0,PAK (57 runs),Fakhar Zaman,T20,PAK V BAN PAKISTAN PAK (57 RUNS),15,36
25/06/01,PAK v BAN,Gaddafi Stadium,Bangladesh,Bat,142,9,143,3,0,0,0,0,PAK (7 wkts),Shaheen Afridi,T20,PAK V BAN BANGLADESH PAK (7 WKTS),2,36
25/07/20,BAN v PAK,Shere Bangla Stadium,Bangladesh,Bowl,158,6,159,3,0,0,0,0,BAN (7 wkts),Towhid Hridoy,T20,BAN V PAK BANGLADESH BAN (7 WKTS),2,117
25/07/22,BAN v PAK,Shere Bangla Stadium,Bangladesh,Bat,164,7,156,8,0,0,0,0,BAN (8 runs),Mustafizur Rahman,T20,BAN V PAK BANGLADESH BAN (8 RUNS),2,117
25/07/24,BAN v PAK,Shere Bangla Stadium,Pakistan,Bat,205,4,131,10,0,0,0,0,PAK (74 runs),Babar Azam,T20,BAN V PAK PAKISTAN PAK (74 RUNS),15,117
25/07/31,WI v PAK,Central Broward Park,Pakistan,Bat,172,6,158,8,0,0,0,0,PAK (14 runs),Shadab Khan,T20,WI V PAK PAKISTAN PAK (14 RUNS),15,21
25/08/02,WI v PAK,Central Broward Park,West Indies,Bowl,168,7,169,8,0,0,0,0,WI (2 wkts),Nicholas Pooran,T20,WI V PAK WEST INDIES WI (2 WKTS),25,21
25/08/03,WI v PAK,Central Broward Park,Pakistan,Bat,159,8,146,9,0,0,0,0,PAK (13 runs),Naseem Shah,T20,WI V PAK PAKISTAN PAK (13 RUNS),15,21
25/08/29,Tri-Series (AFG),Sharjah Stadium,Pakistan,Bat,182,5,143,10,0,0,0,0,PAK (39 runs),Mohammad Haris,T20,TRI-SERIES (AFG) PAKISTAN PAK (39 RUNS),15,113
25/08/30,Tri-Series (UAE),Sharjah Stadium,UAE,Bowl,168,6,137,9,0,0,0,0,PAK (31 runs),Imad Wasim,T20,TRI-SERIES (UAE) UAE PAK (31 RUNS),22,113
25/09/02,Tri-Series (AFG),Sharjah Stadium,Afghanistan,Bowl,155,8,137,10,0,0,0,0,AFG (18 runs),Rashid Khan,T20,TRI-SERIES (AFG) AFGHANISTAN AFG (18 RUNS),0,113
25/09/04,Tri-Series (UAE),Sharjah Stadium,Pakistan,Bat,179,4,148,8,0,0,0,0,PAK (31 runs),Fakhar Zaman,T20,TRI-SERIES (UAE) PAKISTAN PAK (31 RUNS),15,113
25/09/07,Tri-Series Final,Sharjah Stadium,Pakistan,Bat,194,3,119,10,0,0,0,0,PAK (75 runs),Babar Azam,T20,TRI-SERIES FINAL PAKISTAN PAK (75 RUNS),15,113
25/09/12,Asia Cup (OMA),Dubai Intl Stadium,Oman,Bat,112,10,113,1,0,0,0,0,PAK (93 runs*),Haris Rauf,T20,ASIA CUP (OMA) OMAN PAK (93 RUNS*),14,31
25/09/14,Asia Cup (IND),Dubai Intl Stadium,Pakistan,Bat,159,7,160,3,0,0,0,0,IND (7 wkts),Virat Kohli,T20,ASIA CUP (IND) PAKISTAN IND (7 WKTS),15,31
25/09/17,Asia Cup (UAE),Dubai Intl Stadium,UAE,Bat,132,9,133,1,0,0,0,0,PAK (41 runs*),Abbas Afridi,T20,ASIA CUP (UAE) UAE PAK (41 RUNS*),22,31
25/09/21,Asia Cup (IND),Dubai Intl Stadium,India,Bowl,152,8,153,4,0,0,0,0,IND (6 wkts),Hardik Pandya,T20,ASIA CUP (IND) INDIA IND (6 WKTS),6,31
25/09/23,Asia Cup (SL),Sheikh Zayed Stadium,Sri Lanka,Bat,161,7,162,5,0,0,0,0,PAK (5 wkts),Mohammad Rizwan,T20,ASIA CUP (SL) SRI LANKA PAK (5 WKTS),21,114
25/09/25,Asia Cup (BAN),Dubai Intl Stadium,Bangladesh,Bat,154,8,155,4,0,0,0,0,PAK (11 runs*),Shadab Khan,T20,ASIA CUP (BAN) BANGLADESH PAK (11 RUNS*),2,31
25/09/28,Asia Cup Final,Dubai Intl Stadium,Pakistan,Bat,165,8,166,5,0,0,0,0,IND (5 wkts),Shubman Gill,T20,ASIA CUP FINAL PAKISTAN IND (5 WKTS),15,31
25/10/28,PAK v SA,Rawalpindi Stadium,South Africa,Bowl,138,10,142,4,0,0,0,0,SA (55 runs*),Anrich Nortje,T20,PAK V SA SOUTH AFRICA SA (55 RUNS*),20,101
25/10/31,PAK v SA,Gaddafi Stadium,Pakistan,Bowl,152,8,153,1,0,0,0,0,PAK (9 wkts),Babar Azam,T20,PAK V SA PAKISTAN PAK (9 WKTS),15,36
25/11/01,PAK v SA,Gaddafi Stadium,Pakistan,Bowl,174,7,175,6,0,0,0,0,PAK (4 wkts),Mohammad Rizwan,T20,PAK V SA PAKISTAN PAK (4 WKTS),15,36
25/11/18,Tri-Series (ZIM),Rawalpindi Stadium,Zimbabwe,Bat,148,8,149,5,0,0,0,0,PAK (5 wkts),Saim Ayub,T20,TRI-SERIES (ZIM) ZIMBABWE PAK (5 WKTS),26,101
25/11/22,Tri-Series (SL),Rawalpindi Stadium,Sri Lanka,Bat,159,9,160,3,0,0,0,0,PAK (7 wkts),Shaheen Afridi,T20,TRI-SERIES (SL) SRI LANKA PAK (7 WKTS),21,101
25/11/23,Tri-Series (ZIM),Rawalpindi Stadium,Pakistan,Bat,202,4,133,9,0,0,0,0,PAK (69 runs),Fakhar Zaman,T20,TRI-SERIES (ZIM) PAKISTAN PAK (69 RUNS),15,101
25/11/27,Tri-Series (SL),Rawalpindi Stadium,Sri Lanka,Bat,162,6,156,9,0,0,0,0,SL (6 runs),Wanindu Hasaranga,T20,TRI-SERIES (SL) SRI LANKA SL (6 RUNS),21,101
25/11/29,Tri-Series Final,Rawalpindi Stadium,Pakistan,Bowl,155,8,156,4,0,0,0,0,PAK (6 wkts),Mohammad Rizwan,T20,TRI-SERIES FINAL PAKISTAN PAK (6 WKTS),15,101
26/01/07,SL v PAK,Rangiri Dambulla,Pakistan,Bowl,148,8,149,4,0,0,0,0,PAK (6 wkts),Haris Rauf,T20,SL V PAK PAKISTAN PAK (6 WKTS),15,97
26/01/11,SL v PAK,Rangiri Dambulla,Sri Lanka,Bat,172,5,158,9,0,0,0,0,SL (14 runs),Pathum Nissanka,T20,SL V PAK SRI LANKA SL (14 RUNS),21,97
26/01/29,PAK v AUS,Gaddafi Stadium,Australia,Bowl,182,6,160,10,0,0,0,0,PAK (22 runs),Shadab Khan,T20,PAK V AUS AUSTRALIA PAK (22 RUNS),1,36
26/01/31,PAK v AUS,Gaddafi Stadium,Pakistan,Bat,215,3,125,10,0,0,0,0,PAK (90 runs),Babar Azam,T20,PAK V AUS PAKISTAN PAK (90 RUNS),15,36
26/02/01,PAK v AUS,Gaddafi Stadium,Pakistan,Bat,231,4,120,10,0,0,0,0,PAK (111 runs),Mohammad Rizwan,T20,PAK V AUS PAKISTAN PAK (111 RUNS),15,36
26/02/07,T20 WC (NED),SSC Ground,Netherlands,Bat,138,9,139,7,0,0,0,0,PAK (3 wkts),Naseem Shah,T20,T20 WC (NED) NETHERLANDS PAK (3 WKTS),12,104
26/02/11,T20 WC (USA),SSC Ground,USA,Bat,190,10,158,6,0,0,0,0,PAK (32 runs*),Sahibzada Farhan,T20,T20 WC (USA) USA PAK (32 RUNS*),23,104
26/02/15,T20 WC (IND),R. Premadasa Stadium,Pakistan,Bowl,175,7,114,10,0,0,0,0,IND (61 runs*),Ishan Kishan,T20,T20 WC (IND) PAKISTAN IND (61 RUNS*),15,94
26/02/18,T20 WC (NAM),SSC Ground,Namibia,Bat,98,10,200,2,0,0,0,0,PAK (102 runs),Sahibzada Farhan,T20,T20 WC (NAM) NAMIBIA PAK (102 RUNS),10,104
26/02/21,T20 WC Super 8 (NZ),R. Premadasa Stadium,Pakistan,Bat,12,1,0,0,0,0,0,0,No Result,,T20,T20 WC SUPER 8 (NZ) PAKISTAN NO RESULT,15,94
26/02/24,T20 WC Super 8 (ENG),Pallekele Stadium,England,Bowl,164,9,166,8,0,0,0,0,ENG (2 wkts),Harry Brook,T20,T20 WC SUPER 8 (ENG) ENGLAND ENG (2 WKTS),4,86
26/02/28,T20 WC Super 8 (SL),Pallekele Stadium,Pakistan,Bat,212,8,207,6,0,0,0,0,PAK (5 runs),Sahibzada Farhan,T20,T20 WC SUPER 8 (SL) PAKISTAN PAK (5 RUNS),15,86
24/05/23,WI v SA,Sabina Park,South Africa,Bowl,175,8,147,10,0,0,0,0,WI (28 runs),Brandon King,T20,WI V SA SOUTH AFRICA WI (28 RUNS),20,105
24/05/25,WI v SA,Sabina Park,South Africa,Bowl,207,7,191,7,0,0,0,0,WI (16 runs),Roston Chase,T20,WI V SA SOUTH AFRICA WI (16 RUNS),20,105
24/05/26,WI v SA,Sabina Park,West Indies,Bowl,163,7,165,2,0,0,0,0,WI (8 wkts),Johnson Charles,T20,WI V SA WEST INDIES WI (8 WKTS),25,105
24/06/03,T20 WC (SL),Nassau County Stadium,Sri Lanka,Bat,77,10,80,4,0,0,0,0,SA (6 wkts),Anrich Nortje,T20,T20 WC (SL) SRI LANKA SA (6 WKTS),21,75
24/06/08,T20 WC (NED),Nassau County Stadium,South Africa,Bowl,103,9,106,6,0,0,0,0,SA (4 wkts),David Miller,T20,T20 WC (NED) SOUTH AFRICA SA (4 WKTS),20,75
24/06/10,T20 WC (BAN),Nassau County Stadium,South Africa,Bat,113,6,109,7,0,0,0,0,SA (4 runs),Heinrich Klaasen,T20,T20 WC (BAN) SOUTH AFRICA SA (4 RUNS),20,75
24/06/14,T20 WC (NEP),Arnos Vale Ground,Nepal,Bowl,115,7,114,7,0,0,0,0,SA (1 run),Tabraiz Shamsi,T20,T20 WC (NEP) NEPAL SA (1 RUN),11,3
24/06/19,T20 WC (USA),Sir Vivian Richards Stadium,USA,Bowl,194,4,176,6,0,0,0,0,SA (18 runs),Quinton de Kock,T20,T20 WC (USA) USA SA (18 RUNS),23,122
24/06/21,T20 WC (ENG),Daren Sammy Stadium,England,Bowl,163,6,156,6,0,0,0,0,SA (7 runs),Quinton de Kock,T20,T20 WC (ENG) ENGLAND SA (7 RUNS),4,27
24/06/23,T20 WC (WI),Sir Vivian Richards Stadium,South Africa,Bowl,135,8,124,7,0,0,0,0,SA (3 wkts*),Tabraiz Shamsi,T20,T20 WC (WI) SOUTH AFRICA SA (3 WKTS*),20,122
24/06/26,T20 WC SF (AFG),Brian Lara Stadium,Afghanistan,Bat,56,10,60,1,0,0,0,0,SA (9 wkts),Marco Jansen,T20,T20 WC SF (AFG) AFGHANISTAN SA (9 WKTS),0,16
24/06/29,T20 WC Final,Kensington Oval,India,Bat,176,7,169,8,0,0,0,0,IND (7 runs),Virat Kohli,T20,T20 WC FINAL INDIA IND (7 RUNS),6,55
24/08/23,WI v SA,Brian Lara Stadium,West Indies,Bowl,174,7,176,3,0,0,0,0,WI (7 wkts),Nicholas Pooran,T20,WI V SA WEST INDIES WI (7 WKTS),25,16
24/08/25,WI v SA,Brian Lara Stadium,South Africa,Bowl,179,6,149,10,0,0,0,0,WI (30 runs),Romario Shepherd,T20,WI V SA SOUTH AFRICA WI (30 RUNS),20,16
24/08/27,WI v SA,Brian Lara Stadium,West Indies,Bowl,108,4,116,2,0,0,0,0,WI (8 wkts),Romario Shepherd,T20,WI V SA WEST INDIES WI (8 WKTS),25,16
24/09/27,IRE v SA,Sheikh Zayed Stadium,South Africa,Bowl,171,8,174,2,0,0,0,0,SA (8 wkts),Ryan Rickelton,T20,IRE V SA SOUTH AFRICA SA (8 WKTS),20,114
24/09/29,IRE v SA,Sheikh Zayed Stadium,South Africa,Bowl,195,6,185,9,0,0,0,0,IRE (10 runs),Ross Adair,T20,IRE V SA SOUTH AFRICA IRE (10 RUNS),20,114
24/11/08,SA v IND,Kingsmead,South Africa,Bowl,202,8,141,10,0,0,0,0,IND (61 runs),Sanju Samson,T20,SA V IND SOUTH AFRICA IND (61 RUNS),20,56
24/11/10,SA v IND,St George's Park,South Africa,Bowl,124,6,128,7,0,0,0,0,SA (3 wkts),Tristan Stubbs,T20,SA V IND SOUTH AFRICA SA (3 WKTS),20,126
24/11/13,SA v IND,SuperSport Park,South Africa,Bowl,219,6,208,7,0,0,0,0,IND (11 runs),Tilak Varma,T20,SA V IND SOUTH AFRICA IND (11 RUNS),20,127
24/11/15,SA v IND,Wanderers Stadium,India,Bat,283,1,148,10,0,0,0,0,IND (135 runs),Tilak Varma,T20,SA V IND INDIA IND (135 RUNS),6,140
24/12/10,SA v PAK,Kingsmead,South Africa,Bat,164,4,153,7,0,0,0,0,SA (11 runs),Reeza Hendricks,T20,SA V PAK SOUTH AFRICA SA (11 RUNS),20,56
24/12/13,SA v PAK,SuperSport Park,South Africa,Bowl,158,4,159,3,0,0,0,0,SA (7 wkts),Heinrich Klaasen,T20,SA V PAK SOUTH AFRICA SA (7 WKTS),20,127
25/07/14,Tri-Series (ZIM),Harare Sports Club,Zimbabwe,Bat,152,8,153,5,0,0,0,0,SA (5 wkts),Aiden Markram,T20,TRI-SERIES (ZIM) ZIMBABWE SA (5 WKTS),26,46
25/07/16,Tri-Series (NZ),Harare Sports Club,South Africa,Bowl,178,5,157,9,0,0,0,0,NZ (21 runs),Daryl Mitchell,T20,TRI-SERIES (NZ) SOUTH AFRICA NZ (21 RUNS),20,46
25/07/20,Tri-Series (ZIM),Harare Sports Club,South Africa,Bowl,142,9,143,3,0,0,0,0,SA (7 wkts),Gerald Coetzee,T20,TRI-SERIES (ZIM) SOUTH AFRICA SA (7 WKTS),20,46
25/07/22,Tri-Series (NZ),Harare Sports Club,New Zealand,Bowl,161,8,162,3,0,0,0,0,NZ (7 wkts),Glenn Phillips,T20,TRI-SERIES (NZ) NEW ZEALAND NZ (7 WKTS),13,46
25/07/26,Tri-Series Final,Harare Sports Club,South Africa,Bowl,165,7,162,9,0,0,0,0,NZ (3 runs),Mitchell Santner,T20,TRI-SERIES FINAL SOUTH AFRICA NZ (3 RUNS),20,46
25/08/10,AUS v SA,Marrara Ground,Australia,Bat,178,6,161,9,0,0,0,0,AUS (17 runs),Mitchell Marsh,T20,AUS V SA AUSTRALIA AUS (17 RUNS),1,68
25/08/12,AUS v SA,Marrara Ground,South Africa,Bat,195,4,142,10,0,0,0,0,SA (53 runs),Tristan Stubbs,T20,AUS V SA SOUTH AFRICA SA (53 RUNS),20,68
25/08/16,AUS v SA,Cazaly's Stadium,Australia,Bowl,154,8,155,8,0,0,0,0,AUS (2 wkts),Adam Zampa,T20,AUS V SA AUSTRALIA AUS (2 WKTS),1,20
25/09/10,ENG v SA,Sophia Gardens,South Africa,Bat,172,6,158,9,0,0,0,0,SA (14 runs),Reeza Hendricks,T20,ENG V SA SOUTH AFRICA SA (14 RUNS),20,124
25/09/12,ENG v SA,Old Trafford,England,Bat,245,3,99,10,0,0,0,0,ENG (146 runs),Liam Livingstone,T20,ENG V SA ENGLAND ENG (146 RUNS),4,81
25/10/11,NAM v SA,Namibia Ground,Namibia,Bowl,148,7,149,6,0,0,0,0,NAM (4 wkts),Gerhard Erasmus,T20,NAM V SA NAMIBIA NAM (4 WKTS),10,72
25/10/28,PAK v SA,Rawalpindi Stadium,South Africa,Bowl,138,10,142,4,0,0,0,0,SA (55 runs*),Anrich Nortje,T20,PAK V SA SOUTH AFRICA SA (55 RUNS*),20,101
25/10/31,PAK v SA,Gaddafi Stadium,Pakistan,Bowl,152,8,153,1,0,0,0,0,PAK (9 wkts),Babar Azam,T20,PAK V SA PAKISTAN PAK (9 WKTS),15,36
25/11/01,PAK v SA,Gaddafi Stadium,Pakistan,Bowl,174,7,175,6,0,0,0,0,PAK (4 wkts),Mohammad Rizwan,T20,PAK V SA PAKISTAN PAK (4 WKTS),15,36
25/12/09,IND v SA,Barabati Stadium,India,Bat,210,5,109,10,0,0,0,0,IND (101 runs),Suryakumar Yadav,T20,IND V SA INDIA IND (101 RUNS),6,8
25/12/11,IND v SA,Maharaja Yadavindra,South Africa,Bat,188,4,137,10,0,0,0,0,SA (51 runs),Heinrich Klaasen,T20,IND V SA SOUTH AFRICA SA (51 RUNS),20,65
25/12/14,IND v SA,HPCA Stadium,South Africa,Bat,165,7,166,3,0,0,0,0,IND (7 wkts),Yashasvi Jaiswal,T20,IND V SA SOUTH AFRICA IND (7 WKTS),20,44
25/12/19,IND v SA,Narendra Modi Stadium,India,Bat,182,6,152,9,0,0,0,0,IND (30 runs),Hardik Pandya,T20,IND V SA INDIA IND (30 RUNS),6,73
26/01/27,SA v WI,Boland Park,South Africa,Bowl,128,9,129,1,0,0,0,0,SA (9 wkts),Kagiso Rabada,T20,SA V WI SOUTH AFRICA SA (9 WKTS),20,14
26/01/29,SA v WI,SuperSport Park,South Africa,Bowl,155,8,156,3,0,0,0,0,SA (7 wkts),David Miller,T20,SA V WI SOUTH AFRICA SA (7 WKTS),20,127
26/01/31,SA v WI,Wanderers Stadium,West Indies,Bat,182,6,176,8,0,0,0,0,WI (6 runs),Nicholas Pooran,T20,SA V WI WEST INDIES WI (6 RUNS),25,140
26/02/09,T20 WC (CAN),Narendra Modi Stadium,South Africa,Bat,185,4,128,10,0,0,0,0,SA (57 runs),Lungi Ngidi,T20,T20 WC (CAN) SOUTH AFRICA SA (57 RUNS),20,73
26/02/11,T20 WC (AFG),Narendra Modi Stadium,Afghanistan,Bat,187,6,187,10,0,0,0,0,SA (Super Over),Lungi Ngidi,T20,T20 WC (AFG) AFGHANISTAN SA (SUPER OVER),0,73
26/02/14,T20 WC (NZ),Narendra Modi Stadium,South Africa,Bat,175,7,178,3,0,0,0,0,SA (7 wkts),Quinton de Kock,T20,T20 WC (NZ) SOUTH AFRICA SA (7 WKTS),20,73
26/02/18,T20 WC (UAE),Arun Jaitley Stadium,UAE,Bat,138,8,139,4,0,0,0,0,SA (6 wkts),Corbin Bosch,T20,T20 WC (UAE) UAE SA (6 WKTS),22,4
26/02/22,T20 WC Super 8 (IND),Narendra Modi Stadium,India,Bowl,187,7,111,10,0,0,0,0,SA (76 runs*),Lungi Ngidi,T20,T20 WC SUPER 8 (IND) INDIA SA (76 RUNS*),6,73
26/02/26,T20 WC Super 8 (WI),Narendra Modi Stadium,West Indies,Bat,176,8,177,1,0,0,0,0,SA (9 wkts),Aiden Markram,T20,T20 WC SUPER 8 (WI) WEST INDIES SA (9 WKTS),25,73
26/03/01,T20 WC Super 8 (ZIM),Arun Jaitley Stadium,Zimbabwe,Bat,153,7,154,5,0,0,0,0,SA (5 wkts),Sikander Raza,T20,T20 WC SUPER 8 (ZIM) ZIMBABWE SA (5 WKTS),26,4
26/03/04,T20 WC SF (NZ),Eden Gardens,South Africa,Bat,169,8,173,1,0,0,0,0,NZ (9 wkts),Finn Allen,T20,T20 WC SF (NZ) SOUTH AFRICA NZ (9 WKTS),20,32
26/03/15,NZ v SA,Bay Oval,South Africa,Bat,164,8,158,7,0,0,0,0,SA (7 wkts),Nqobani Mokoena,T20,NZ V SA SOUTH AFRICA SA (7 WKTS),20,11
26/03/17,NZ v SA,Seddon Park,New Zealand,Bat,192,5,124,10,0,0,0,0,NZ (68 runs),Devon Conway,T20,NZ V SA NEW ZEALAND NZ (68 RUNS),13,109
26/03/20,NZ v SA,Eden Park,South Africa,Bat,155,9,158,2,0,0,0,0,NZ (8 wkts),Finn Allen,T20,NZ V SA SOUTH AFRICA NZ (8 WKTS),20,33
26/03/22,NZ v SA,Sky Stadium,South Africa,Bat,164,5,145,10,0,0,0,0,SA (19 runs),David Miller,T20,NZ V SA SOUTH AFRICA SA (19 RUNS),20,123
26/03/25,NZ v SA,Hagley Oval,South Africa,Bat,187,4,154,8,0,0,0,0,SA (33 runs),Anrich Nortje,T20,NZ V SA SOUTH AFRICA SA (33 RUNS),20,45
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
24/01/14,SL v ZIM,R. Premadasa Stadium,Sri Lanka,Bowl,143,5,144,7,0,0,0,0,SL (3 wkts),Angelo Mathews,T20,SL V ZIM SRI LANKA SL (3 WKTS),21,94
24/01/16,SL v ZIM,R. Premadasa Stadium,Zimbabwe,Bowl,173,6,174,6,0,0,0,0,ZIM (4 wkts),Luke Jongwe,T20,SL V ZIM ZIMBABWE ZIM (4 WKTS),26,94
24/01/18,SL v ZIM,R. Premadasa Stadium,Sri Lanka,Bowl,82,10,88,1,0,0,0,0,SL (9 wkts),Wanindu Hasaranga,T20,SL V ZIM SRI LANKA SL (9 WKTS),21,94
24/02/17,SL v AFG,Rangiri Dambulla Stadium,Afghanistan,Bowl,160,10,156,9,0,0,0,0,SL (4 runs),Binura Fernando,T20,SL V AFG AFGHANISTAN SL (4 RUNS),0,99
24/02/19,SL v AFG,Rangiri Dambulla Stadium,Afghanistan,Bowl,187,6,115,10,0,0,0,0,SL (72 runs),Angelo Mathews,T20,SL V AFG AFGHANISTAN SL (72 RUNS),0,99
24/02/21,SL v AFG,Rangiri Dambulla Stadium,Sri Lanka,Bowl,209,5,206,6,0,0,0,0,AFG (3 runs),Rahmanullah Gurbaz,T20,SL V AFG SRI LANKA AFG (3 RUNS),21,99
24/03/04,BAN v SL,Sylhet Stadium,Bangladesh,Bowl,206,3,203,8,0,0,0,0,SL (3 runs),Charith Asalanka,T20,BAN V SL BANGLADESH SL (3 RUNS),2,131
24/03/06,BAN v SL,Sylhet Stadium,Bangladesh,Bowl,165,5,170,2,0,0,0,0,BAN (8 wkts),Najmul Hossain Shanto,T20,BAN V SL BANGLADESH BAN (8 WKTS),2,131
24/03/09,BAN v SL,Sylhet Stadium,Bangladesh,Bowl,174,7,146,10,0,0,0,0,SL (28 runs),Nuwan Thushara,T20,BAN V SL BANGLADESH SL (28 RUNS),2,131
24/06/03,T20 WC (SA),Nassau County Stadium,Sri Lanka,Bat,77,10,80,4,0,0,0,0,SA (6 wkts),Anrich Nortje,T20,T20 WC (SA) SRI LANKA SA (6 WKTS),21,75
24/06/07,T20 WC (BAN),Grand Prairie Stadium,Bangladesh,Bowl,124,9,125,8,0,0,0,0,BAN (2 wkts),Rishad Hossain,T20,T20 WC (BAN) BANGLADESH BAN (2 WKTS),2,39
24/06/16,T20 WC (NED),Daren Sammy Stadium,Netherlands,Bowl,201,6,118,10,0,0,0,0,SL (83 runs),Charith Asalanka,T20,T20 WC (NED) NETHERLANDS SL (83 RUNS),12,27
24/07/27,SL v IND,Pallekele Stadium,India,Bowl,213,7,170,10,0,0,0,0,IND (43 runs),Suryakumar Yadav,T20,SL V IND INDIA IND (43 RUNS),6,86
24/07/28,SL v IND,Pallekele Stadium,India,Bowl,161,9,81,3,0,0,0,0,IND (7 wkts*),Yashasvi Jaiswal,T20,SL V IND INDIA IND (7 WKTS*),6,86
24/07/30,SL v IND,Pallekele Stadium,Sri Lanka,Bowl,137,9,137,8,0,0,0,0,IND (Super Over),Washington Sundar,T20,SL V IND SRI LANKA IND (SUPER OVER),21,86
24/10/13,SL v WI,Rangiri Dambulla Stadium,West Indies,Bowl,179,7,180,5,0,0,0,0,WI (5 wkts),Brandon King,T20,SL V WI WEST INDIES WI (5 WKTS),25,99
24/10/15,SL v WI,Rangiri Dambulla Stadium,Sri Lanka,Bat,162,5,89,10,0,0,0,0,SL (73 runs),Pathum Nissanka,T20,SL V WI SRI LANKA SL (73 RUNS),21,99
24/10/17,SL v WI,Rangiri Dambulla Stadium,West Indies,Bat,162,8,166,1,0,0,0,0,SL (9 wkts),Kusal Mendis,T20,SL V WI WEST INDIES SL (9 WKTS),25,99
24/11/09,SL v NZ,Rangiri Dambulla Stadium,New Zealand,Bat,135,10,137,6,0,0,0,0,SL (4 wkts),Charith Asalanka,T20,SL V NZ NEW ZEALAND SL (4 WKTS),13,99
24/11/10,SL v NZ,Rangiri Dambulla Stadium,Sri Lanka,Bowl,108,10,103,10,0,0,0,0,NZ (5 runs),Lockie Ferguson,T20,SL V NZ SRI LANKA NZ (5 RUNS),21,99
24/12/28,NZ v SL,Bay Oval,Sri Lanka,Bowl,182,4,174,7,0,0,0,0,NZ (8 runs),Glenn Phillips,T20,NZ V SL SRI LANKA NZ (8 RUNS),21,11
24/12/30,NZ v SL,Bay Oval,Sri Lanka,Bowl,205,5,160,10,0,0,0,0,NZ (45 runs),Finn Allen,T20,NZ V SL SRI LANKA NZ (45 RUNS),21,11
25/01/02,NZ v SL,Saxton Oval,New Zealand,Bowl,162,5,155,8,0,0,0,0,SL (7 runs),Kusal Mendis,T20,NZ V SL NEW ZEALAND SL (7 RUNS),13,108
